COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE
Boreal Chickadee,Poecile hudsonicus,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,1970-05-11
Mountain Bluebird,Sialia currucoides,1,Nantucket,70 miles SSE of Nantucket Island,40.8,-69.34,1980-04-28
Curlew Sandpiper,Calidris ferruginea,1,Essex,Parker River NWR--Salt Pans,42.7737313,-70.8073997,1990-07-16
Painted Bunting,Passerina ciris,1,Barnstable,North Truro,42.0334,-70.09527,1995-05-31
Black-backed Woodpecker,Picoides arcticus,1,Norfolk,Sharon,42.1237,-71.1787,1996-03-01
Boreal Chickadee,Poecile hudsonicus,2,Worcester,Mass Central Rail Trail and Spruce Grove,42.3848773,-71.7981698,1993-11-13
Townsend's Solitaire,Myadestes townsendi,1,Plymouth,"BHI--World's End, Hingham (TTOR)",42.2713013,-70.8806992,1993-12-31
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,1998-12-27
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,1998-03-17
Tundra Swan,Cygnus columbianus,2,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,1999-01-04
Harris's Sparrow,Zonotrichia querula,1,Middlesex,Hopkinton,42.2286987,-71.5226135,1995-05-01
Ruff,Calidris pugnax,1,Essex,Newburyport,42.8125916,-70.8772964,1994-07-14
Western Tanager,Piranga ludoviciana,1,Middlesex,Belmont,42.3959007,-71.1787033,1994-12-31
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1998-08-14
Western Tanager,Piranga ludoviciana,1,Middlesex,Belmont,42.3959007,-71.1787033,1995-02-01
Boreal Chickadee,Poecile hudsonicus,1,Essex,Ipswich,42.67929,-70.84119,1970-02-07
Ivory Gull,Pagophila eburnea,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1976-01-30
Curlew Sandpiper,Calidris ferruginea,1,Essex,Parker River NWR,42.7639008,-70.8022995,1990-07-08
Rufous Hummingbird,Selasphorus rufus,1,Hampshire,Northampton,42.32509,-72.64123,1995-09-23
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-10
Ivory Gull,Pagophila eburnea,1,Essex,Salisbury,42.84179,-70.8606,1975-12-27
Mountain Bluebird,Sialia currucoides,1,Worcester,New Braintree,42.31679,-72.12592,1997-04-13
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,1996-11-06
Great Skua,Stercorarius skua,3,Barnstable,First Encounter Beach,41.8215025,-70.0037241,1991-10-31
Green-tailed Towhee,Pipilo chlorurus,X,Essex,Marblehead Neck; Flint Street,42.4918476,-70.8432975,1995-04-18
Bar-tailed Godwit,Limosa lapponica,1,Barnstable,"Monomoy NWR--South Beach, Chatham",41.6298145,-69.9609375,1997-09-13
Great Skua,Stercorarius skua,1,Barnstable,Eastham,41.83011,-69.97386,1997-11-27
Ruff,Calidris pugnax,X,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,1975-08-04
Lark Bunting,Calamospiza melanocorys,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1979-09-04
American White Pelican,Pelecanus erythrorhynchos,1,Plymouth,Wareham,41.7625999,-70.7216797,1994-11-30
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,1991-08-25
Ivory Gull,Pagophila eburnea,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1976-02-01
Loggerhead Shrike,Lanius ludovicianus,1,Hampshire,"East Meadows, Northampton",42.319653,-72.6090717,1982-05-04
Northern Wheatear,Oenanthe oenanthe,1,Barnstable,"Fort Hill, Eastham",41.818792,-69.9644995,1995-09-21
Bar-tailed Godwit,Limosa lapponica,1,Plymouth,Plymouth,41.9584007,-70.6672821,1997-12-31
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Parker River NWR,42.7639008,-70.8022995,1997-08-31
Rufous Hummingbird,Selasphorus rufus,1,Middlesex,Pepperell,42.66589,-71.58841,1998-09-26
American White Pelican,Pelecanus erythrorhynchos,3,Barnstable,"Bump's River, Centerville, MA",41.6403269,-70.3638589,1996-10-14
Yellow Rail,Coturnicops noveboracensis,X,Middlesex,Newton,42.337,-71.2092,1868-09-08
Pink-footed Goose,Anser brachyrhynchus,1,Barnstable,Dennis,41.73541,-70.19386,1999-01-16
Black-headed Grosbeak,Pheucticus melanocephalus,1,Middlesex,Weston,42.3668,-71.3031,1962-12-08
Pink-footed Goose,Anser brachyrhynchus,1,Barnstable,Dennis Golf course,41.7285995,-70.1532997,1999-02-14
Northern Wheatear,Oenanthe oenanthe,1,Dukes,Katama,41.35842,-70.50697,1995-09-30
Boreal Chickadee,Poecile hudsonicus,3,Norfolk,Wellesley,42.2965,-71.2926,1959-11-03
Tundra Swan,Cygnus columbianus,1,Essex,"Rantoul (Sagamore) Pond, Ipswich",42.6780185,-70.793066,1978-12-09
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Parker River NWR,42.7639008,-70.8022995,1997-08-18
Tufted Duck,Aythya fuligula,1,Barnstable,"Upper Millpond, Brewster",41.731424,-70.1161896,1991-12-08
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Parker River NWR--Stage Island Pool,42.710964,-70.7760179,1997-08-31
Tufted Duck,Aythya fuligula,1,Bristol,Acoaxet,41.507,-71.09669,1983-02-28
Mew Gull,Larus canus,1,Suffolk,"Lewis Lake Park, Winthrop",42.3742711,-70.9754562,1998-03-17
Townsend's Warbler,Setophaga townsendi,1,Barnstable,"Falmouth Town Hall thicket, Falmouth, MA",41.5519097,-70.6186822,1991-12-01
Varied Thrush,Ixoreus naevius,1,Worcester,Athol,42.59589,-72.22673,1994-01-23
Northern Wheatear,Oenanthe oenanthe,1,Hampshire,Arcadia WS--Meadows Conservation Area (Mass Audubon),42.3007929,-72.647502,1999-12-29
Mew Gull,Larus canus,1,Suffolk,Winthrop,42.3751,-70.98279,1999-02-05
Rufous Hummingbird,Selasphorus rufus,1,Middlesex,Pepperell,42.66589,-71.58841,1998-09-29
Lark Bunting,Calamospiza melanocorys,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1978-10-07
Ruff,Calidris pugnax,1,Essex,Newburyport,42.8125916,-70.8772964,1996-04-20
Black-backed Woodpecker,Picoides arcticus,1,Worcester,Quabbin Reservoir--Gate 40,42.4406876,-72.2103882,1985-12-24
Ruff,Calidris pugnax,1,Plymouth,Plymouth Beach,41.9765658,-70.6505452,1985-06-01
Mew Gull,Larus canus,1,Suffolk,Winthrop,42.3751,-70.98279,1995-03-12
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Plum Island,42.7896376,-70.8087516,1997-08-19
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,1998-10-10
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1997-08-16
Tundra Swan,Cygnus columbianus,1,Hampshire,"Lower Mill Pond, Easthampton, MA",42.2747508,-72.6561295,1998-04-07
Ivory Gull,Pagophila eburnea,X,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1976-01-31
Gull-billed Tern,Gelochelidon nilotica,1,Barnstable,Chatham,41.68201,-69.95976,1997-05-01
Ruff,Calidris pugnax,1,Essex,Newburyport Wastewater Facility,42.8090818,-70.8609366,1975-05-18
Ruff,Calidris pugnax,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1995-06-27
Ash-throated Flycatcher,Myiarchus cinerascens,1,Barnstable,Monomoy NWR--South End,41.5435591,-70.0061059,1997-09-14
Northern Wheatear,Oenanthe oenanthe,1,Worcester,KMart Plaza,42.5555145,-71.779561,1994-09-08
Ruff,Calidris pugnax,1,Essex,"Joppa Park, Newburyport",42.8064883,-70.857895,1989-05-17
Northern Wheatear,Oenanthe oenanthe,1,Worcester,Petersham,42.48759,-72.18703,1995-09-18
Boreal Chickadee,Poecile hudsonicus,1,Worcester,West Boylston,42.36679,-71.78562,1994-03-01
Eared Grebe,Podiceps nigricollis,1,Essex,"Andrews Point, Rockport",42.687714,-70.6204365,1994-02-28
Ruff,Calidris pugnax,1,Essex,Parker River NWR,42.7639008,-70.8022995,1999-07-16
Tufted Duck,Aythya fuligula,1,Worcester,Clinton,42.41679,-71.68281,1999-03-25
Barnacle Goose,Branta leucopsis,1,Bristol,South Dartmouth,41.5918,-70.94118,1994-03-01
Purple Gallinule,Porphyrio martinica,1,Middlesex,Fresh Pond,42.383,-71.15,1990-09-25
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,MA_Plum Island-Parker River NWR,42.7385356,-70.7918082,1998-08-23
Pacific Loon,Gavia pacifica,1,Barnstable,Scusset Beach State Reservation,41.7781927,-70.500555,1997-12-04
LeConte's Sparrow,Ammospiza leconteii,1,Hampshire,"East Meadows, Northampton",42.319653,-72.6090717,1991-10-09
Mew Gull,Larus canus,1,Suffolk,South Boston,42.3381181,-71.0467815,1998-02-28
Black-throated Gray Warbler,Setophaga nigrescens,1,Dukes,"Keith Farm, Chilmark MA",41.3449522,-70.7393789,1996-12-30
Loggerhead Shrike,Lanius ludovicianus,1,Essex,Plum Island Turnpike bridge,42.7976795,-70.8213687,1998-05-17
Varied Thrush,Ixoreus naevius,1,Essex,Annisquam,42.65839,-70.67729,1998-12-04
Lark Bunting,Calamospiza melanocorys,1,Norfolk,North Weymouth,42.2447854,-70.9469604,1999-09-05
Sooty Tern,Onychoprion fuscatus,1,Barnstable,Chatham,41.68201,-69.95976,1999-09-17
Mew Gull,Larus canus,1,Essex,Newbury,42.7659598,-70.8451008,1996-03-17
Mew Gull,Larus canus,1,Suffolk,South Boston,42.3381181,-71.0467815,1998-01-31
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,1992-01-06
Ruff,Calidris pugnax,1,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,1997-10-26
Townsend's Warbler,Setophaga townsendi,1,Barnstable,Provincetown,42.0584,-70.17867,1999-05-10
Franklin's Gull,Leucophaeus pipixcan,1,Hampshire,amherst dump,42.3566119,-72.5147854,1986-09-17
Ash-throated Flycatcher,Myiarchus cinerascens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,1998-12-01
Townsend's Warbler,Setophaga townsendi,1,Essex,Marblehead,42.5001,-70.85779,1996-09-16
Gull-billed Tern,Gelochelidon nilotica,1,Barnstable,Chatham,41.68201,-69.95976,1998-09-20
Townsend's Solitaire,Myadestes townsendi,1,Plymouth,"BHI--World's End, Hingham (TTOR)",42.2713013,-70.8806992,1993-11-30
Ivory Gull,Pagophila eburnea,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1976-01-11
White-winged Dove,Zenaida asiatica,1,Plymouth,Daniel Webster Wildlife Sanctuary (Mass Audubon),42.0881122,-70.6772727,1999-07-16
Mew Gull,Larus canus,1,Suffolk,"Lewis Lake Park, Winthrop",42.3742711,-70.9754562,1991-01-10
Black-throated Gray Warbler,Setophaga nigrescens,1,Dukes,Vineyard Haven,41.45431,-70.60367,1996-12-31
Purple Gallinule,Porphyrio martinica,1,Nantucket,Low Beach,41.251274,-69.9756038,1993-05-06
Eared Grebe,Podiceps nigricollis,1,Essex,Eastern Point--General Area,42.5841153,-70.6568931,1996-10-27
Western Tanager,Piranga ludoviciana,1,Barnstable,Truro,41.9934,-70.04977,1999-05-22
Townsend's Solitaire,Myadestes townsendi,1,Plymouth,"BHI--World's End, Hingham (TTOR)",42.2713013,-70.8806992,1993-11-26
Franklin's Gull,Leucophaeus pipixcan,1,Hampshire,Amherst,42.3803902,-72.5231323,1986-09-15
American White Pelican,Pelecanus erythrorhynchos,1,Bristol,Allens Pond WS--Allens Neck (Mass Audubon),41.51852,-71.00557,1996-07-14
White Ibis,Eudocimus albus,1,Barnstable,Bell's Neck Conservation Area,41.6840342,-70.1129007,1986-06-16
Tufted Duck,Aythya fuligula,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1975-03-07
Boreal Chickadee,Poecile hudsonicus,1,Worcester,"River Road, West Boylston",42.3829732,-71.8134856,1989-12-10
Northern Wheatear,Oenanthe oenanthe,1,Barnstable,Monomoy NWR,41.5913346,-69.9880211,1993-09-25
Townsend's Warbler,Setophaga townsendi,1,Dukes,Chilmark,41.34321,-70.74477,1998-10-04
Tufted Duck,Aythya fuligula,1,Plymouth,Great Herring Pond,41.8117554,-70.5665588,1998-01-01
Ivory Gull,Pagophila eburnea,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1976-01-10
Tufted Duck,Aythya fuligula,1,Essex,Peabody,42.5279,-70.92869,1998-03-29
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,1999-02-28
Bridled Tern,Onychoprion anaethetus,X,Barnstable,Eastham,41.83011,-69.97386,1999-09-17
White Ibis,Eudocimus albus,1,Berkshire,Sheffield,42.11039,-73.35516,1973-05-03
Ruff,Calidris pugnax,1,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,1994-09-17
Townsend's Solitaire,Myadestes townsendi,1,Barnstable,West Barnstable,41.70571,-70.37447,1997-03-01
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1998-08-09
Northern Lapwing,Vanellus vanellus,1,Dukes,Chilmark,41.34321,-70.74477,1996-12-26
LeConte's Sparrow,Ammospiza leconteii,1,Plymouth,Middleboro,41.8932,-70.91119,1993-03-20
Fork-tailed Flycatcher,Tyrannus savana,1,Plymouth,Marshfield,42.0918,-70.70558,1987-06-20
Northern Wheatear,Oenanthe oenanthe,1,Essex,Plum Island Airport,42.7953692,-70.8355522,1993-09-13
Ruff,Calidris pugnax,1,Essex,Newburyport,42.8125916,-70.8772964,1996-04-17
Eared Grebe,Podiceps nigricollis,1,Essex,Cape Ann (please use more refined location),42.657793,-70.6332529,1998-11-28
Ruff,Calidris pugnax,1,Plymouth,Plymouth Beach,41.9765658,-70.6505452,1985-06-01
Bar-tailed Godwit,Limosa lapponica,2,Barnstable,Monomoy NWR--North Monomoy Island,41.6341667,-69.9744444,1992-08-08
Franklin's Gull,Leucophaeus pipixcan,1,Essex,Salem,42.5195,-70.89669,1885-10-28
Western Tanager,Piranga ludoviciana,1,Essex,Rockport,42.6557007,-70.6202927,1973-01-07
Ruff,Calidris pugnax,1,Essex,Newburyport Harbor,42.8116989,-70.839798,1982-04-29
Harris's Sparrow,Zonotrichia querula,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1998-11-13
Northern Wheatear,Oenanthe oenanthe,1,Barnstable,"Fort Hill, Eastham",41.818792,-69.9644995,1992-09-15
Varied Thrush,Ixoreus naevius,1,Hampden,Montgomery,42.2066724,-72.8037354,1981-01-11
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,SPA: South Peabody Area: contiguous N. Lynn-S. Peabody-SW Salem,42.5066859,-70.9449863,1977-10-22
Western Tanager,Piranga ludoviciana,1,Barnstable,South Wellfleet,41.91821,-69.99527,1999-01-02
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,1998-08-12
Bar-tailed Godwit,Limosa lapponica,1,Barnstable,Monomoy NWR--North Monomoy Island,41.6341667,-69.9744444,1979-08-26
Ruff,Calidris pugnax,1,Barnstable,Monomoy NWR--North Monomoy Island,41.6341667,-69.9744444,1994-06-03
Ash-throated Flycatcher,Myiarchus cinerascens,X,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,1998-12-05
Pink-footed Goose,Anser brachyrhynchus,1,Barnstable,Dennis Pines Golf Course,41.7328628,-70.1540694,1999-02-14
Bar-tailed Godwit,Limosa lapponica,1,Plymouth,"Nelson Field, Plymouth",41.9676273,-70.6720448,1998-01-10
Purple Gallinule,Porphyrio martinica,1,Plymouth,Middleboro,41.8932,-70.91119,1983-12-28
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1998-08-08
Harris's Sparrow,Zonotrichia querula,1,Franklin,Deerfield,42.5449678,-72.6066879,1989-01-08
Northern Wheatear,Oenanthe oenanthe,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1993-09-12
Loggerhead Shrike,Lanius ludovicianus,1,Barnstable,Monomoy NWR,41.5592382,-69.993639,1970-08-26
Tufted Duck,Aythya fuligula,1,Bristol,Taunton,41.9001,-71.08979,1995-03-01
Swallow-tailed Kite,Elanoides forficatus,1,Barnstable,Hyannis,41.65291,-70.28277,1996-05-11
Fork-tailed Flycatcher,Tyrannus savana,1,Middlesex,Concord,42.4675385,-71.3448715,1990-05-02
Ruff,Calidris pugnax,X,Essex,Newburyport Harbor,42.8116989,-70.839798,1982-05-02
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Cumberland Farms--River St. Entrance,41.9631599,-70.8937454,1995-11-04
Tufted Duck,Aythya fuligula,1,Nantucket,Miacomet Pond,41.2480636,-70.1156044,1997-01-15
Varied Thrush,Ixoreus naevius,1,Middlesex,Concord,42.46039,-71.3489,1994-02-21
Ruff,Calidris pugnax,1,Essex,Newburyport Harbor,42.8116989,-70.839798,1999-05-09
Townsend's Solitaire,Myadestes townsendi,1,Barnstable,"Mill Pond, Barnstable",41.7099896,-70.3866148,1996-12-29
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1997-10-01
Ruff,Calidris pugnax,1,Essex,Newburyport Harbor,42.8116989,-70.839798,1982-05-11
Tundra Swan,Cygnus columbianus,1,Essex,Cape Ann (please use more refined location),42.657793,-70.6332529,1973-12-22
Ruff,Calidris pugnax,2,Essex,Newburyport Harbor,42.8116989,-70.839798,1995-05-06
White Ibis,Eudocimus albus,1,Plymouth,Cumberland Farms,41.945,-70.879,1989-03-26
Tufted Duck,Aythya fuligula,1,Worcester,Clinton,42.41679,-71.68281,1999-11-14
Ivory Gull,Pagophila eburnea,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,1976-01-01
American White Pelican,Pelecanus erythrorhynchos,7,Barnstable,Hyannis,41.65291,-70.28277,1996-10-04
Tufted Duck,Aythya fuligula,X,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,1998-12-26
Boreal Chickadee,Poecile hudsonicus,1,Suffolk,Arnold Arboretum,42.3051491,-71.1226591,1972-02-22
Tufted Duck,Aythya fuligula,1,Barnstable,Bourne,41.74121,-70.59888,1998-01-31
Tufted Duck,Aythya fuligula,1,Essex,Newburyport,42.8125916,-70.8772964,1954-01-24
Tufted Duck,Aythya fuligula,1,Worcester,Westminster,42.54589,-71.91062,1999-04-01
Northern Wheatear,Oenanthe oenanthe,1,Worcester,Milford,42.1398,-71.51621,1994-09-17
Harris's Sparrow,Zonotrichia querula,1,Essex,Salisbury: Dock Lane,42.8351188,-70.8372694,1997-02-01
Harris's Sparrow,Zonotrichia querula,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-11-15
Green-tailed Towhee,Pipilo chlorurus,1,Essex,Marblehead,42.5001,-70.85779,1995-04-01
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR,41.5913346,-69.9880211,1992-08-07
Curlew Sandpiper,Calidris ferruginea,1,Plymouth,"Flats, White Flat",41.9791,-70.6643,1974-07-18
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-24
Mountain Bluebird,Sialia currucoides,1,Barnstable,Marconi Station Site,41.9140224,-69.9714196,1995-02-22
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Parker River NWR,42.7639008,-70.8022995,1997-10-15
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,1997-12-13
Tufted Duck,Aythya fuligula,1,Plymouth,Great Herring Pond,41.8117554,-70.5665588,1998-01-02
Eared Grebe,Podiceps nigricollis,1,Essex,Ocean Ave view of Boston,42.4895045,-70.8444357,1972-06-03
Ruff,Calidris pugnax,1,Essex,Newburyport Harbor,42.8116989,-70.839798,1989-05-06
Franklin's Gull,Leucophaeus pipixcan,1,Barnstable,Provincetown,42.0584,-70.17867,1994-09-11
Ruff,Calidris pugnax,1,Suffolk,Belle Isle Marsh Reservation,42.3910639,-70.9930195,1999-05-13
Sooty Tern,Onychoprion fuscatus,1,Hampshire,Middlefield,42.34839,-73.01515,1979-09-09
Bar-tailed Godwit,Limosa lapponica,1,Plymouth,Plymouth,41.9584007,-70.6672821,1998-02-01
Loggerhead Shrike,Lanius ludovicianus,1,Essex,Parker River NWR,42.7639008,-70.8022995,1972-08-17
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.80149,-70.9898,1999-12-31
Tufted Duck,Aythya fuligula,1,Plymouth,Lakeville,41.8459,-70.94949,1995-11-05
Tundra Swan,Cygnus columbianus,1,Hampshire,"Mill Pond, Easthampton",42.2746415,-72.6567078,1998-04-08
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-22
Ruff,Calidris pugnax,1,Essex,Plum Island Airport,42.7953692,-70.8355522,1982-05-08
Curlew Sandpiper,Calidris ferruginea,1,Plymouth,Plymouth Beach,41.9765658,-70.6505452,1994-07-29
Fork-tailed Flycatcher,Tyrannus savana,X,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-13
Ruff,Calidris pugnax,1,Essex,Ipswich,42.67929,-70.84119,1999-03-31
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Cumberland Farms,41.945,-70.879,1995-11-07
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,1999-02-28
Fork-tailed Flycatcher,Tyrannus savana,1,Dukes,Martha's Vineyard,41.357523,-70.741613,1916-10-22
Ash-throated Flycatcher,Myiarchus cinerascens,1,Middlesex,Arlington,42.4154,-71.1564,1993-11-07
Tufted Duck,Aythya fuligula,1,Essex,Newburyport & Plum Island,42.7961671,-70.8408051,1976-01-07
American White Pelican,Pelecanus erythrorhynchos,1,Barnstable,"Nauset Light Beach, Eastham",41.8586304,-69.9517322,1994-12-10
LeConte's Sparrow,Ammospiza leconteii,1,Essex,Spencer Peirce Little Farm,42.7951645,-70.8506155,1989-02-11
Black-throated Gray Warbler,Setophaga nigrescens,1,Norfolk,Lost Pond Reservation,42.3147503,-71.1743474,1994-11-18
Loggerhead Shrike,Lanius ludovicianus,1,Essex,Parker River NWR,42.7639008,-70.8022995,1969-04-12
Eared Grebe,Podiceps nigricollis,1,Barnstable,"Nauset Beach, Orleans",41.7888489,-69.9355316,1995-01-14
Eared Grebe,Podiceps nigricollis,1,Plymouth,Wareham,41.7625999,-70.7216797,1994-12-17
LeConte's Sparrow,Ammospiza leconteii,1,Essex,Spencer Peirce Little Farm,42.7951645,-70.8506155,1989-02-12
Painted Bunting,Passerina ciris,1,Bristol,Westport,41.6354454,-71.0498474,1995-04-04
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,1995-01-26
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-16
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-09
Bar-tailed Godwit,Limosa lapponica,1,Plymouth,Plymouth Harbor,41.9621908,-70.6654988,1998-01-10
Harris's Sparrow,Zonotrichia querula,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-11-18
Green-tailed Towhee,Pipilo chlorurus,1,Bristol,"Westport, Massachusetts",41.516804,-71.0925293,1971-03-21
Tundra Swan,Cygnus columbianus,1,Middlesex,Hammond Pond,42.3240318,-71.1702919,1997-03-15
